SongName,ArtistName,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
You And Me,The Cranberries,65,0.885,0.543,2,-6.338,1,0.2,0.0311,0,0.154,0.43,99.026,195992
exile (feat. Bon Iver),Taylor Swift,82,0.905,0.647,10,-5.065,0,0.107,0.0187,0,0.282,0.367,130.97,190534
Night Changes,One Direction,81,0.817,0.775,10,-4.767,0,0.108,0.277,0,0.108,0.806,126.984,234334
Mine,Bazzi,80,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41E-06,0.351,0.325,160.048,199758
i don't want to watch the world end with someone else,Clinton Kane,53,0.833,0.549,5,-7.215,0,0.22,0.00204,2.37E-06,0.133,0.328,175.954,262328
good 4 u,Olivia Rodrigo,84,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,177000
In The Name Of Love - The Him Remix,Martin Garrix,72,0.868,0.479,4,-6.687,0,0.445,0.703,0,0.102,0.776,133.928,115200
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,55,0.485,0.681,7,-2.22,1,0.0621,0.0316,0,0.135,0.514,147.853,118931
Nobody,Greyson Chance,73,0.733,0.664,8,-6.163,1,0.295,0.102,0,0.191,0.557,148.005,288133
Big Plans,Why Don't We,49,0.598,0.43,11,-11.236,1,0.0544,0.186,0,0.0924,0.0843,91.923,98508
Bad Habits,Ed Sheeran,67,0.788,0.605,1,-5.586,1,0.0578,0.00899,0.00275,0.318,0.427,103.94,173973
Train Wreck,James Arthur,77,0.693,0.549,1,-8.141,1,0.119,0.0109,0,0.0677,0.605,80.028,227960
exile (feat. Bon Iver),Taylor Swift,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0,0.363,0.228,170.039,186022
RAPSTAR,Polo G,72,0.606,0.784,7,-6.293,1,0.268,0.435,0,0.689,0.48,80.985,278573
I Like Me Better,Lauv,84,0.625,0.814,0,-5.181,1,0.0657,0.0172,0,0.158,0.535,144.991,205485
Love The Way You Lie,Eminem,57,0.443,0.579,6,-6.517,0,0.187,0.125,0,0.284,0.256,83.827,240437
My House,Flo Rida,59,0.62,0.611,9,-4.997,1,0.0359,0.204,0,0.34,0.44,172.142,155147
Animals,Maroon 5,87,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,243837
Secrets,OneRepublic,83,0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,263373
Lily,Alan Walker,77,0.694,0.685,6,-6.535,0,0.133,0.224,0,0.124,0.306,158.831,196180
Leave Before You Love Me (with Jonas Brothers),Marshmello,92,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44E-05,0.0936,0.593,118.091,191014
In the Name of Love,Martin Garrix,66,0.272,0.281,10,-8.131,1,0.0307,0.618,0,0.111,0.152,138.856,305893
Something Just Like This,The Chainsmokers,66,0.272,0.281,10,-8.131,1,0.0307,0.618,0,0.111,0.152,138.856,305893
EveryTime I Cry,Ava Max,95,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,178147
Feel Good (feat. Daya),Gryffin,87,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,242096
Feel Good (feat. Daya),Gryffin,90,0.761,0.525,11,-6.9,1,0.0944,0.44,6.70E-06,0.0921,0.531,80.87,238805
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,89,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173
Don't Let Me Down,The Chainsmokers,74,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,221507
You Know You Like It,DJ Snake,78,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853
Higher (feat. iann dior) - Dimitri Vegas & Like Mike Remix,Clean Bandit,72,0.717,0.855,9,-5.646,1,0.094,0.0148,0,0.0887,0.86,125.002,148693
1-800-273-8255,Logic,72,0.834,0.678,6,-6.242,0,0.0515,0.0546,0.263,0.103,0.551,121.995,168601
Think About You - Galantis Remix,Kygo,72,0.834,0.678,6,-6.242,0,0.0515,0.0546,0.263,0.103,0.551,121.995,168601
Real Love,Clean Bandit,43,0.481,0.921,9,-4.482,0,0.0653,0.0101,0.00681,0.0741,0.159,129.978,241846
Heartbreak Anthem (with David Guetta & Little Mix),Galantis,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0,0.0972,0.19,94.42,207310
DRXGS,Yellow Claw,95,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,178147
Break My Heart Myself (feat. Travis Barker),Bebe Rexha,71,0.625,0.707,2,-4.761,1,0.0337,0.22,0,0.213,0.479,138.064,248156
Gone Are The Days (feat. James Gillespie),Kygo,80,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18E-06,0.251,0.305,61.311,135747
All Time Low,Kurt Hugo Schneider,56,0.406,0.711,4,-3.064,1,0.0436,0.373,0.00195,0.139,0.268,159.862,245250
"Alone, Pt. II",Alan Walker,80,0.584,0.54,1,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,220883
Closer,The Chainsmokers,81,0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,222091
Sexy Bitch (feat. Akon),David Guetta,79,0.748,0.734,0,-6.499,1,0.124,0.524,1.15E-05,0.0975,0.368,97.753,80081
No Money,Galantis,76,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739
Lose My Mind,DVBBS,78,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18E-05,0.16,0.603,118.016,180566
Lose My Mind,DVBBS,0,0.564,0.849,0,-3.516,0,0.0517,0.00868,4.68E-06,0.12,0.427,102.028,212647
Real Friends,Camila Cabello,0,0.461,0.803,9,-3.518,1,0.0564,0.114,7.47E-05,0.225,0.237,136.18,188000
All Time Low,Kurt Hugo Schneider,0,0.461,0.803,9,-3.518,1,0.0564,0.114,7.47E-05,0.225,0.237,136.18,188000
Arcade,Duncan Laurence,78,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,220781
bad guy,Billie Eilish,77,0.585,0.696,4,-5.6,0,0.0307,0.204,0,0.344,0.522,104.01,217640
She Said,FLETCHER,75,0.738,0.794,11,-4.118,0,0.0416,0.101,0,0.0533,0.566,104.014,184134
"A Whole New World (End Title) - From ""Aladdin""",ZAYN,90,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867
7 rings,Ariana Grande,65,0.269,0.58,0,-5.958,1,0.0352,0.474,0,0.116,0.281,155.625,283520
A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack,Christina Perri,80,0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,149297
Leave The Door Open,Bruno Mars,69,0.898,0.759,7,-4.942,1,0.114,0.227,0.00102,0.104,0.24,127.966,180152
Share,Ruth B.,80,0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,172762
Arcade (feat. FLETCHER),Duncan Laurence,81,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97E-06,0.11,0.159,179.642,212107
Nothing's the Same,Alexander 23,0,0.471,0.335,4,-8.767,0,0.0273,0.593,2.11E-05,0.297,0.111,145.252,243907
Señorita,Shawn Mendes,88,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,198040
die without u,LØLØ,88,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,198040
Lost,Maroon 5,83,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58E-05,0.105,0.548,90.024,195920
I Want It That Way,Backstreet Boys,83,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58E-05,0.105,0.548,90.024,195920
New Rules,Dua Lipa,84,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624
What If (I Told You I Like You),Johnny Orlando,79,0.813,0.415,0,-5.926,1,0.0349,0.777,0,0.131,0.667,91.921,170345
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,79,0.813,0.415,0,-5.926,1,0.0349,0.777,0,0.131,0.667,91.921,170345
Stranger,Blanks,89,0.701,0.716,7,-3.671,0,0.0361,0.174,0,0.324,0.732,91.007,140533
Righteous,Juice WRLD,84,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,210960
Righteous,Juice WRLD,62,0.432,0.612,11,-8.846,0,0.211,0.00185,0,0.308,0.253,88.716,205333
Hope,XXXTENTACION,73,0.53,0.37,6,-9.989,1,0.0279,0.806,0,0.112,0.701,140.061,206734
734,Juice WRLD,87,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886
Element,Pop Smoke,53,0.833,0.549,5,-7.215,0,0.22,0.00204,2.37E-06,0.133,0.328,175.954,262328
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,89,0.701,0.716,7,-3.671,0,0.0361,0.174,0,0.324,0.732,91.007,140533
Big Gangsta,Kevin Gates,71,0.703,0.703,1,-4.672,1,0.133,0.605,0,0.12,0.697,76.017,183783
im all alone,lael,84,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624
RAPSTAR,Polo G,92,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42E-05,0.106,0.137,143.875,242013
Can We Kiss Forever?,Kina,80,0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,172762
Dip (feat. Nicki Minaj) (feat. Nicki Minaj),Tyga,0,0.658,0.634,1,-5.797,0,0.0413,0.0106,0,0.132,0.29,139.98,170813
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,81,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13E-06,0.113,0.584,115.884,190779
The Thrill,Wiz Khalifa,88,0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148,169266
Wolves (feat. Post Malone),Big Sean,84,0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,183290
Spin The Block (feat. Future),Lil Durk,90,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,174000
HUMBLE.,Kendrick Lamar,78,0.657,0.768,8,-4.628,1,0.0507,0.108,0,0.144,0.759,75.025,186223
Deep End Freestyle,Sleepy Hallow,88,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280
detest me,glaive,80,0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,149297
Runaway,6VIB3Z,71,0.703,0.703,1,-4.672,1,0.133,0.605,0,0.12,0.697,76.017,183783
BedRock,Young Money,66,0.181,0.913,5,-3.318,1,0.152,0.0501,0,0.282,0.392,82.176,174893
Why Did I Answer?,Porsche Love,51,0.433,0.91,2,-2.547,0,0.0643,0.00173,2.99E-05,0.122,0.303,83.408,319800
One Dance,Drake,66,0.544,0.704,4,-5.678,0,0.0435,0.0156,0,0.164,0.265,80.029,189062
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,82,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,192120
Into Your Arms (feat. Ava Max),Witt Lowry,3,0.618,0.725,5,-4.952,1,0.0479,0.255,0,0.424,0.242,88.982,144546
Crooked Smile (feat. TLC),J. Cole,56,0.675,0.562,9,-5.99,1,0.0968,0.245,0.00109,0.103,0.655,79.916,156963
Come & Go (with Marshmello),Juice WRLD,0,0.343,0.2,4,-13.569,1,0.0324,0.134,0.000161,0.341,0.074,133.054,286653
Lucid Dreams (feat. Lil Uzi Vert) - Remix,Juice WRLD,79,0.599,0.733,11,-7.058,1,0.203,0.176,0,0.242,0.534,102.211,162583
Fingers Crossed,Trevor Daniel,66,0.544,0.704,4,-5.678,0,0.0435,0.0156,0,0.164,0.265,80.029,189062
goosebumps,Travis Scott,86,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29E-05,0.0602,0.648,169.977,202333
Love The Way You Lie,Eminem,66,0.524,0.882,5,-3.038,1,0.0367,0.108,1.10E-06,0.071,0.399,119.94,204547
Smile (with The Weeknd),Juice WRLD,82,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,192120
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,56,0.675,0.562,9,-5.99,1,0.0968,0.245,0.00109,0.103,0.655,79.916,156963
A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack,Christina Perri,0,0.564,0.849,0,-3.516,0,0.0517,0.00868,4.68E-06,0.12,0.427,102.028,212647
A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack,Christina Perri,82,0.393,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,228360
good 4 u,Olivia Rodrigo,78,0.502,0.786,9,-4.378,0,0.317,0.255,0,0.65,0.739,169.021,243491
Leave The Door Open,Bruno Mars,81,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96E-05,0.14,0.106,117.97,247160
Heat Waves,Glass Animals,55,0.48,0.795,0,-3.145,1,0.0337,0.0698,0,0.15,0.138,149.991,224000
You Right,Doja Cat,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0,0.162,0.333,127.099,217867
Paris,The Chainsmokers,89,0.345,0.941,9,-9.918,1,0.0466,3.84E-05,0.633,0.0511,0.407,179.626,147062
Sexy Bitch (feat. Akon),David Guetta,89,0.345,0.941,9,-9.918,1,0.0466,3.84E-05,0.633,0.0511,0.407,179.626,147062
Let Them Know,Mabel,66,0.544,0.704,4,-5.678,0,0.0435,0.0156,0,0.164,0.265,80.029,189062
Going Dumb,Alesso,0,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,164000
Going Dumb,Alesso,60,0.694,0.824,8,-5.933,1,0.0454,0.0305,0.00123,0.19,0.291,125.018,179060
Our World (feat. Daniele Sorrentino),Blasterjaxx,56,0.749,0.878,1,-4.685,0,0.0407,0.0144,0,0.64,0.148,127.985,160378
Baarishein,Anuv Jain,44,0.622,0.99,11,-5.5,0,0.0424,0.00126,0.612,0.696,0.643,124.008,154390
good 4 u,Olivia Rodrigo,84,0.743,0.752,4,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015,231173
Share,Ruth B.,46,0.415,0.862,6,-5.462,1,0.0616,0.00641,0,0.385,0.401,149.935,249600
Feel Good (feat. Daya),Gryffin,60,0.824,0.806,1,-3.438,1,0.0509,0.0506,0,0.0535,0.894,127.961,257293
Element,Pop Smoke,93,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,200040
Fractures,ILLENIUM,0,0.343,0.2,4,-13.569,1,0.0324,0.134,0.000161,0.341,0.074,133.054,286653
Scared to Be Lonely,Martin Garrix,74,0.713,0.738,10,-6.784,1,0.374,0.255,0,0.106,0.425,105.027,201200
Grenade,Bruno Mars,87,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886
SugarCrash!,ElyOtto,0,0.564,0.849,0,-3.516,0,0.0517,0.00868,4.68E-06,0.12,0.427,102.028,212647
Roses,The Chainsmokers,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0,0.0972,0.19,94.42,207310
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0,0.0972,0.19,94.42,207310
Hymn for the Weekend - Seeb Remix,Coldplay,63,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,233630
Radioactive,Imagine Dragons,61,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,211290
Radioactive,Imagine Dragons,44,0.658,0.621,8,-7.506,1,0.03,0.0112,0.000755,0.109,0.613,92.025,305336
It Ain't Me (with Selena Gomez),Kygo,45,0.343,0.508,2,-9.742,1,0.0341,0.191,0.000377,0.278,0.304,78.126,286720
Call You Mine,The Chainsmokers,61,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,211290
Mama,Jonas Blue,78,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853
Kiss Me More (feat. SZA),Doja Cat,53,0.621,0.898,10,-4.569,1,0.0401,0.0976,1.08E-05,0.404,0.332,124.018,181040
One Moment in Time - Remastered,Whitney Houston,62,0.59,0.677,0,-5.395,1,0.0577,0.00882,0.000147,0.157,0.304,184.573,174811
Lonely (with benny blanco),Justin Bieber,71,0.625,0.707,2,-4.761,1,0.0337,0.22,0,0.213,0.479,138.064,248156
Space Melody (Edward Artemyev) (feat. Leony),VIZE,72,0.349,0.446,1,-11.327,1,0.0522,0.827,0.00722,0.0808,0.141,79.338,237794
Be Kind (with Halsey),Marshmello,72,0.349,0.446,1,-11.327,1,0.0522,0.827,0.00722,0.0808,0.141,79.338,237794
Faded,Alan Walker,0,0.658,0.634,1,-5.797,0,0.0413,0.0106,0,0.132,0.29,139.98,170813
Astronomy,Conan Gray,85,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,247160
Heather,Conan Gray,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181
Heather,Conan Gray,43,0.393,0.695,7,-6.887,0,0.0444,0.00446,0.00219,0.0986,0.061,143.913,211667
Heathens,Twenty One Pilots,68,0.643,0.594,2,-5.453,1,0.0318,0.0128,0,0.118,0.442,144.033,216668
Heathens,Twenty One Pilots,68,0.783,0.537,9,-2.921,1,0.0795,0.278,0,0.229,0.393,113.988,222866
Arcade,Duncan Laurence,58,0.444,0.719,1,-3.513,0,0.0666,0.122,5.30E-06,0.115,0.159,149.941,272000
At My Worst,Pink Sweat$,54,0.57,0.786,3,-3.85,1,0.0379,0.251,0.000415,0.279,0.179,111.028,237838
At My Worst,Pink Sweat$,62,0.568,0.564,6,-8.231,1,0.0273,0.0105,0.000127,0.0766,0.385,115.059,309986
Mood (feat. iann dior),24kGoldn,46,0.19,0.494,8,-6.839,1,0.0368,0.554,0.0194,0.106,0.126,76.909,263493
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,45,0.555,0.634,1,-3.712,1,0.0319,0.52,0,0.12,0.188,142.05,206197
Famous (I'm The One) (feat. Yo Gotti & DeJ Loaf),Mozzy,66,0.494,0.651,11,-4.127,0,0.0384,0.0819,0,0.104,0.162,149.979,222400
Life's A Mess II (with Clever & Post Malone),Juice WRLD,66,0.494,0.651,11,-4.127,0,0.0384,0.0819,0,0.104,0.162,149.979,222400
Hope,XXXTENTACION,72,0.352,0.424,6,-10.131,1,0.0394,0.733,2.30E-05,0.0664,0.141,127.047,302951
Spin The Block (feat. Future),Lil Durk,72,0.352,0.424,6,-10.131,1,0.0394,0.733,2.30E-05,0.0664,0.141,127.047,302951
Mood (feat. iann dior),24kGoldn,62,0.759,0.694,5,-4.075,0,0.0418,0.0544,0,0.131,0.374,117.056,199580
Real Shit (with benny blanco),Juice WRLD,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,141806
Arcade,Duncan Laurence,59,0.671,0.56,1,-5.846,0,0.0472,0.542,0,0.092,0.127,131.957,231527
drivers license,Olivia Rodrigo,69,0.532,0.708,0,-8.121,1,0.0505,0.435,0.0236,0.107,0.586,167.977,254467
Be Kind (with Halsey),Marshmello,89,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173
Hold On,Justin Bieber,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,141806
Anyone,Justin Bieber,95,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79E-05,0.366,0.537,126.011,230747
you broke me first,Tate McRae,84,0.386,0.426,3,-6.642,1,0.0363,0.807,0,0.14,0.261,180.104,203385
Don't Start Now,Dua Lipa,73,0.675,0.608,3,-6.934,0,0.103,0.336,0,0.11,0.728,99.865,184800
Watermelon Sugar,Harry Styles,84,0.743,0.752,4,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015,231173
Hate Me (with Juice WRLD),Ellie Goulding,65,0.572,0.778,1,-5.208,1,0.233,0.00638,0,0.0563,0.54,168.073,225520
Circles,Post Malone,83,0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,263373
Lonely (with benny blanco),Justin Bieber,83,0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,263373
Real Shit (with benny blanco),Juice WRLD,70,0.671,0.817,6,-12.107,0,0.0569,0.415,0.000235,0.0715,0.938,119.549,203333
asphyxia,Cö Shu Nie,79,0.673,0.758,7,-3.632,1,0.158,0.039,0,0.341,0.542,135.956,229507
Signal,TK from Ling tosite sigure,79,0.673,0.758,7,-3.632,1,0.158,0.039,0,0.341,0.542,135.956,229507
u love u (with Tate McRae),blackbear,61,0.703,0.628,0,-5.914,1,0.203,0.364,0,0.384,0.471,138.032,205217
Drag Me Down,One Direction,91,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,198082
Better Days,OneRepublic,80,0.749,0.535,4,-6.785,1,0.0336,0.0131,3.65E-05,0.0982,0.601,123.042,196607
Shade of Yellow,Griff,75,0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,157202
The Blower's Daughter,Damien Rice,0,0.688,0.702,7,-4.792,0,0.0501,0.0219,0,0.128,0.74,94.007,192191
i'm so tired...,Lauv,75,0.703,0.66,10,-5.119,0,0.123,0.137,0,0.192,0.79,95.031,198947
u love u (with Tate McRae),blackbear,78,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18E-05,0.16,0.603,118.016,180566
Stressed Out,Twenty One Pilots,75,0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,157202
Alive,Empire of the Sun,78,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18E-05,0.16,0.603,118.016,180566
Drag Me Down,One Direction,69,0.773,0.699,1,-5.982,0,0.0958,0.488,3.60E-06,0.0814,0.513,104.941,180120
Shade of Yellow,Griff,63,0.671,0.752,6,-6.806,0,0.0304,0.0258,0,0.112,0.717,124.998,195080
Hymn for the Weekend - Seeb Remix,Coldplay,62,0.541,0.653,5,-5.954,1,0.04,0.00531,0,0.126,0.264,123.854,212468
Centuries,Fall Out Boy,41,0.691,0.786,1,-6.11,0,0.0667,0.244,0,0.181,0.31,115.068,173841
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,83,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62E-05,0.11,0.152,75.602,285634
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,43,0.913,0.46,0,-6.392,1,0.0475,0.0339,0.00512,0.0638,0.826,109.963,168200
Met Him Last Night - Dave Audé Remix,Demi Lovato,62,0.62,0.64,4,-5.285,1,0.0334,0.0488,0,0.0647,0.445,90.032,172787
Two of Us,Louis Tomlinson,0,0.471,0.335,4,-8.767,0,0.0273,0.593,2.11E-05,0.297,0.111,145.252,243907
Freaks,Surf Curse,79,0.722,0.851,7,-3.873,0,0.0639,0.0319,0,0.108,0.452,126.885,197936
Freaks,Surf Curse,90,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867
u love u (with Tate McRae),blackbear,87,0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,221176
The Business,Tiësto,0,0.343,0.2,4,-13.569,1,0.0324,0.134,0.000161,0.341,0.074,133.054,286653
Cold Light,KC Lights,83,0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965,167864
Just Dance,EQRIC,57,0.528,0.367,2,-9.227,1,0.055,0.878,0.000146,0.0795,0.293,128.715,190427
Lift Your Energy,Eden Prince,61,0.703,0.628,0,-5.914,1,0.203,0.364,0,0.384,0.471,138.032,205217
Payphone,Maroon 5,56,0.552,0.76,11,-6.861,0,0.0367,0.00713,0.0113,0.313,0.338,104.957,232333
Seasons - NIVIRO Remix,Rival,69,0.279,0.742,4,-6.46,0,0.0898,0.000185,0,0.593,0.328,189.868,231013
S&M Remix,Rihanna,78,0.7,0.613,11,-4.041,1,0.0408,0.385,0,0.0887,0.42,88.084,191250
Blinding Lights,The Weeknd,91,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,198082
The Blower's Daughter,Damien Rice,79,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59E-05,0.285,0.121,119.987,206167
Lost In Japan,Shawn Mendes,89,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,204347
Hope,XXXTENTACION,79,0.647,0.823,2,-5.231,1,0.0762,0.0598,0,0.119,0.396,99.933,230333
Hymn for the Weekend - Seeb Remix,Coldplay,0,0.461,0.803,9,-3.518,1,0.0564,0.114,7.47E-05,0.225,0.237,136.18,188000
Baarishein,Anuv Jain,51,0.744,0.337,11,-10.438,1,0.0619,0.395,1.22E-06,0.11,0.521,92.04,180036
Baarishein,Anuv Jain,59,0.751,0.857,1,-4.385,0,0.0752,0.31,0,0.0801,0.501,104.984,151999
Choo Lo,The Local Train,77,0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005,195519
Dil Mere,The Local Train,0,0.671,0.336,10,-8.494,0,0.241,0.705,0.00751,0.0577,0.518,75.051,212496
Bandey,The Local Train,0,0.646,0.736,11,-7.658,1,0.0396,0.0334,0,0.0807,0.28,94.024,208809
Mere Yaar,The Local Train,50,0.619,0.332,5,-13.864,1,0.0243,0.769,0.00551,0.069,0.645,83.023,253100
Dil Mere,The Local Train,77,0.39,0.83,11,-5.201,0,0.0563,0.0021,0,0.156,0.191,90.021,168030
Sexy Bitch (feat. Akon),David Guetta,80,0.749,0.535,4,-6.785,1,0.0336,0.0131,3.65E-05,0.0982,0.601,123.042,196607
Think About You - Galantis Remix,Kygo,64,0.689,0.704,9,-10.813,1,0.245,0.835,4.83E-06,0.134,0.92,151.884,180653
Unfamiliar,Seeb,64,0.652,0.715,0,-5.919,1,0.0388,0.0291,0,0.156,0.617,97.981,191036
Feel Good (feat. Daya),Gryffin,87,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,242096
Umbrella,Ember Island,80,0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,149297
Umbrella,Ember Island,90,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,174000
Hold On,Justin Bieber,86,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29E-05,0.0602,0.648,169.977,202333
Something Just Like This,The Chainsmokers,88,0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148,169266
Righteous,Juice WRLD,49,0.598,0.43,11,-11.236,1,0.0544,0.186,0,0.0924,0.0843,91.923,98508
Cold Skin,Seven Lions,60,0.687,0.463,1,-6.635,1,0.0368,0.039,0,0.131,0.289,91.031,198187
Good Things Fall Apart (with Jon Bellion),ILLENIUM,40,0.647,0.801,9,-5.267,0,0.0466,0.0899,5.61E-06,0.0979,0.317,97.933,199599
Better Not (with Wafia),Louis The Child,95,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,178147
One More Day (with Chandler Leighton),Jason Ross,88,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,198040
I Love You.,Kaivon,64,0.736,0.308,11,-11.543,1,0.0421,0.492,0.00248,0.179,0.439,132.767,175135
